,Datetime,Tweet Id,Text
0,2020-03-01 12:25:48,1234092474374574081,केस कन्हैया पर... सवाल 'AAP' पर!   देखिए #हल्ला_बोल @chitraaum के साथ #ATLivestream https://t.co/rGGIpc0ppF
1,2020-03-01 12:18:59,1234090757138440193,"मिलिए मेजर शशि मेहता से! लद्दाख में होने वाली अल्ट्रा रेस में हिस्सा लेकर करेंगी उत्तराखंड का नाम रौशन। 
#Ladakh… https://t.co/xm03rrIrkb"
2,2020-03-01 12:13:23,1234089347487371264,"#Coronavirus का बढ़ता कहर...
https://t.co/8KmAU79w1K"
3,2020-03-01 12:04:29,1234087107561312263,"DCP ऑफिस पहुंची NHRC की टीम, दिल्ली पुलिस से रिपोर्ट तलब 
लाइव अपडेट: https://t.co/i38R6eMfA6
#DelhiViolence https://t.co/xPKnHLusHa"
4,2020-03-01 12:04:24,1234087085801451521,बीजेपी ने CAA लोगों को समझाने में कहाँ कमी छोड़ दी? बीजेपी के @BJPKKSharma ने दिया जवाब। JDU प्रवक्ता अफज़ल अब्बास… https://t.co/sqQW560uum
5,2020-03-01 12:01:51,1234086444886454272,"नीतीश कुमार ने कहा है कि #CAA का मामला सुप्रीम कोर्ट में है और इस पर जैसा आदेश आएगा, वैसा पालन करेंगे। 
(@sujjha)
https://t.co/diZVfaGFcc"
6,2020-03-01 11:58:11,1234085521653022720,"#दिल्ली: नाले में मिली एक और लाश... 
#DelhiViolence |  @TanseemHaider 
https://t.co/3lZlEQK8R5"
7,2020-03-01 11:55:04,1234084740421931014,#Coronavirus के रोकथाम के लिए सभी देश मरीजों के इलाज में जुटे हैं लेकिन किम जोंग उन ने दक्षिण कोरिया में पहला मरीज… https://t.co/sZsUA1YBI6
8,2020-03-01 11:54:26,1234084580019376129,"MPCI अध्यक्ष तस्लीम रहमानी बोले कि सिर्फ तीन देश ही क्यों, तिब्बत और म्यांमार जैसे देशों में जो बौद्ध धर्म के लोग… https://t.co/HeCMPCBUim"
9,2020-03-01 11:47:52,1234082927593578496,अगर JDU है NRC के खिलाफ तो क्यों नहीं करती प्रधानमंत्री से बात? सुनिए क्या बोले JDU प्रवक्ता अफज़ल अब्बास। CPI नेता… https://t.co/zcfyzCP563
10,2020-03-01 11:40:26,1234081055348490240,TMC समर्थक मनोजीत मंडल बोले कि बंगाल में अमित शाह ने NRC पर क्यों नहीं की बात? साथ ही बोले कि जब जल रही है दिल्ली… https://t.co/rBF86X4TxB
11,2020-03-01 11:26:09,1234077459961659392,"CAA के पीछे डर है?  देखिए #Dangal, @chitraaum के साथ  #ATLivestream https://t.co/XMPhHfF2Z6"
12,2020-03-01 11:25:12,1234077222119460870,"आग में घिरे परिवार और कुत्ते को बचाने के दौरान मेजर ने दे दी जान... 
#JammuAndKashmir #IndianArmy |  @ashraf_wani 
https://t.co/uP7X7NsxUA"
13,2020-03-01 11:16:10,1234074950119677954,"कई रोगों से मुक्ति दिलाता है मत्स्यासन। इस वीडियो में देखें इसे करने का तरीका।
#FitTak https://t.co/JQNlazM1GL"
14,2020-03-01 11:15:21,1234074745223684098,"बंगाल में गृहमंत्री अमित शाह ने की रैली और ममता सरकार पर जमकर बोला हमला। 
#ATVideo https://t.co/eBtmGN7T4w"
15,2020-03-01 11:05:58,1234072382672789504,"अमित शाह ने कहा कि चाहे कोई कितना भी विरोध क्यों न करे नरेंद्र मोदी सरकार शरणार्थियों को नागरिकता देकर रहेगी। 
#CAA… https://t.co/0DvtSG3QLH"
16,2020-03-01 10:58:26,1234070486851575809,"#Mumbai एयरपोर्ट पर मिला #coronavirus का संदिग्ध मरीज़ 
@pankajcreates
https://t.co/55lvZ9aLh5"
17,2020-03-01 10:46:26,1234067467586031616,"खेल रत्न जीतने वाली पहली महिला पैरा-एथलीट दीपा मलिक (@DeepaAthlete) करेंगी #IndiaTodayConclave के मंच पर शिरकत
आज… https://t.co/UXlmzgj3uJ"
18,2020-03-01 10:42:55,1234066583397384192,"जमथुल उलमा सबाई के प्रतिनिधिमंडल ने रजनीकांत से की मुलाकात
रिपोर्ट: @shalinilobo93 

https://t.co/4C0sBLWdHY"
19,2020-03-01 10:41:49,1234066303620485121,"मोदी सरकार एक बार फिर आम आदमी को सोने में निवेश करने  का मौका दे रही है
https://t.co/7zcMXN3IyQ"
20,2020-03-01 10:40:24,1234065947406655489,वाम दलों और कांग्रेस के कार्यकर्ताओं ने अमित शाह के कोलकाता पहुंचने पर विरोध प्रदर्शन किया और उन्हें काले झंडे भी… https://t.co/smg2sxzhP1
21,2020-03-01 10:33:51,1234064297723973632,"फुस्स हुए कोहली, पुजारा और रहाणे; टीम इंडिया हार की तरफ़...
#INDvNZ
https://t.co/v6UEsCGqL3"
