,Datetime,Tweet Id,Text
40,########,1.23E+18,"Ex-CEO of General Electric Jack Welch, ""manager of century"", dies at 84. https://t.co/TzviFffMdw https://t.co/xmhADthkON"
41,########,1.23E+18,"""Like I have no right to live in India"": Retired soldier in Delhi shelter. https://t.co/d3mjUBqF4x
 
 
 
 #DelhiViolenceâ€¦ https://t.co/ncESwSoItW"
42,########,1.23E+18,#Coronavirus plunging world economy into decade's worst downturn: watchdog. https://t.co/MD0sUuNI8i https://t.co/WTgIRyj62K
43,########,1.23E+18,Air pollution 'pandemic' shortens lives by 3 years: study. https://t.co/gMDaU3dpGM https://t.co/4Wd7G6qiZC
44,########,1.23E+18,Suspended Grammys CEO fired by recording academy. https://t.co/47KhFDPl4A https://t.co/d2l7hN1CxJ
45,########,1.23E+18,"US sanctions, charges two Chinese linked to North Korean hack. https://t.co/2a6dSCngd7 https://t.co/fhcBRibfNA"
46,########,1.23E+18,App that detects jaundice in newborns could save lives in Asia and Africa. https://t.co/faI7e6dDIa https://t.co/j7Nvit6I7k
47,########,1.23E+18,#JustIn | Delhi Chief Minister Arvind Kejriwal to meet Prime Minister Narendra Modi today. This would his first meeâ€¦ https://t.co/mCRw1WOWvv
48,########,1.23E+18,#ArvindKejriwal #PMModi https://t.co/UJ5R5d0Yus
49,########,1.23E+18,"Top stories now on https://t.co/Fbzw6mR9Q5 
 
 
 
 #NDTVTopStories https://t.co/Ob8VpsRfUs"
50,########,1.23E+18,"North Korea's Kim Jong Un ""guided"" long-range artillery drill: report. https://t.co/3HVL26VTKk https://t.co/VvTNOe2xlI"
51,########,1.23E+18,Number of deaths in US due to #coronavirus rises as Chinese cases fall. https://t.co/46ld8rJwai https://t.co/BM8UY1sb0b
52,########,1.23E+18,Drug maker Sandoz to pay $195 million to settle US case. https://t.co/bWUG5oMwgZ https://t.co/FwaCx10Ie9
53,########,1.23E+18,Apple agrees to $500 million deal in iPhone-slowing suit. https://t.co/4btUgBmNUn https://t.co/6fY2HTnmlI
54,########,1.23E+18,"Amy Klobuchar exits White House race, will back Joe Biden. https://t.co/YGzLGYQWXZ https://t.co/qiXGIYIFxA"
55,########,1.23E+18,"Trump says ""very safe"" to hold campaign rallies despite #coronavirus spread. https://t.co/CpnR3UxW7k https://t.co/XHG6GCnSLp"
56,########,1.23E+18,Man jumps to death from 10th floor of Delhi AIIMS hostel. https://t.co/OTD8vdM8uF https://t.co/f5cSNxKajx
57,########,1.23E+18,"RT @Gadgets360: Oppo is gearing up to launch the Oppo Find X2 Pro this week and here's what it may look like:
 
 
 
 https://t.co/5Sgw3e5Cry"
58,########,1.23E+18,"#JustIn | #China reports 125 new virus cases, lowest number since January 21: news agency AFP. 
 
 
 
 More onâ€¦ https://t.co/Wffx07koc5"
59,########,1.23E+18,"#JustIn | Number of deaths from novel #coronavirus in US rises to 6: news agency AFP. 
 
 
 
 More on https://t.co/Fbzw6mR9Q5 and NDTV 24x7"
60,########,1.23E+18,Maharashtra minister blames central system for scholarship transfer delay. https://t.co/FQEiuVDL8w https://t.co/q0vusN9Xqm
